MUNICIPIO,ID_IBGE,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,LAT_GOOGLE,LON_GOOGLE,LATITUDE,LONGITUDE,ARACNÍDICO,BOTRÓPICO,CROTÁLICO,ELAPÍDICO,ESCORPIÔNICO,LONÔMICO
BOCAINA,3506805,350680,GVE 15 BAURU,SANTA CASA DE MISERICORDIA DE BOCAINA,"R. Cerqueira César, 239 - CENTRO, Bocaina - SP, 17240-000",0,,1,(14) 3666-1190,-22.139.881.361.790.300,-4.851.748.363.913.170,-2.213.988,-4.851.748,0,0,0,0,0,0
BOFETE,3506904,350690,GVE 16 BOTUCATU,UBS BRUNO NOVAES III,"AVENIDA ERNESTO EBÚRNEO, 176-188 - BOFETE - SP, 18590-000",0,,0,(14) 3883-1514,-231.036.703.288.463,-4.826.009.118.151.350,-2.310.367,-4.826.009,0,0,0,0,0,0
BOITUVA,3507001,350700,GVE 31 SOROCABA,HOSPITAL SAO LUIZ,"Rua Benedita Sanson Labronici, 149 - Chácara Labronci, Boituva - SP, 18550-000",0,,1,(15) 3363-8833,-23.289.249.984.807.900,-4.768.077.676.215.640,-2.328.924,-4.768.077,0,0,0,0,0,0
BOM JESUS DOS PERDOES,3507100,350710,GVE 17 CAMPINAS,UBS CENTRO - BOM JESUS DOS PERDOES,"RUA DONÁ BÁRBARA CARDOSO - CENTRO, BOM JESUS DOS PERDÕES - SP, 12955-000",0,,0,(11) 4012-1040,-23.137.083.863.645.500,-4.646.543.166.994.290,-2.313.708,-4.646.543,0,0,0,0,0,0
BOM SUCESSO DE ITARARE,3507159,350715,GVE 32 ITAPEVA,UNIDADE MARIO ORLANDO ANTUNES,"RUA ANTÔNIO CARLOS RUIVO, 260 - CENTRO, BOM SUCESSO DE ITARARÉ - SP, 18475-000",0,,0,(15) 3533-1319,-24.320.645.023.102.600,-4.914.383.758.633.670,-2.432.064,-4.914.383,0,0,0,0,0,0
BORA,3507209,350720,GVE 13 ASSIS,CENTRO DE SAUDE DE BORA,"RUA JOAO MERCI, 150 - CENTRO, BORA",0,,0,(18)3367-1114,-22.269.410.633.216.200,-5.054.471.765.979.240,-2.226.941,-5.054.471,0,0,0,0,0,0
BORACEIA,3507308,350730,GVE 15 BAURU,PRONTO ATENDIMENTO MUNICIPAL DE BORACEIA,"RUA ANTONIO DE FREITAS PEREIRA,300 - CENTRO, BORACEIA",0,,1,(14)3295-9106,-22.194.806.158.636.000,-4.877.841.492.874.610,-2.219.480,-4.877.841,0,0,0,0,0,0
BORBOREMA,3507407,350740,GVE 12 ARARAQUARA,HOSPITAL SAO SEBASTIAO DE BORBOREMA,"R. Pedro José Passos, 400 - JAD PRIMAVERA, Borborema - SP, 14955-000",0,,1,(16) 3266-1011,-2.161.644.851.925.600,-49.068.811.742.943.600,-2.161.644,-4.906.881,0,0,0,0,0,0
BOREBI,3507456,350745,GVE 15 BAURU,CENTRO DE SAUDE III BOREBI,"RUA SETE DE SETEMBRO - CENTRO, BOREBI - SP, 18675-007",0,,0,(14) 3267-1121,-22.573.829.103.524.200,-4.897.387.076.480.990,-2.257.382,-4.897.387,0,0,0,0,0,0
BOTUCATU,3507506,350750,GVE 16 BOTUCATU,HOSPITAL DAS CLÍNICAS DE BOTUCATU – UNESP,"DISTRITO DE RUBIÃO JUNIOR, S/Nº",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, LAQUÉTICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(14) 3811-6129,-2.289.145.473.059.010,-4.849.633.540.380.040,-2.289.145,-4.849.633,1,1,1,1,1,1
BRAGANCA PAULISTA,3507605,350760,GVE 17 CAMPINAS,HOSPITAL UNIVERSITÁRIO SÃO FRANCISCO,"AV. SÃO FRANCISCO DE ASSIS, 218",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(11) 2454-8681,-22.980.704.319.758.000,-46.533.669.452.846.700,-2.298.070,-4.653.366,1,1,1,0,1,0
BRAUNA,3507704,350770,GVE 11 ARACATUBA,UBS III DE BRAUNA,"RUA JOSÉ FERNANDES BRAZ, 302 - BRAÚNA - SP, 16290-000",0,,0,(18) 3692-1186,-21.501.574.322.944.900,-5.031.786.419.983.180,-2.150.157,-5.031.786,0,0,0,0,0,0
BREJO ALEGRE,3507753,350775,GVE 11 ARACATUBA,UBSF III TANCREDO NEVES BREJO ALEGRE,"RUA DAS PALMEIRAS, 600 - BREJO ALEGRE - SP, 16265-000
",0,,0,(18) 3646-1236,-2.116.655.648.980.350,-50.188.595.084.070.800,-2.116.655,-5.018.859,0,0,0,0,0,0
BRODOWSKI,3507803,350780,GVE 24 RIBEIRAO PRETO,UNIDADE MISTA HOSPITALAR DR FAUSTINO DE CASTRO,"RUA ELIAS BARQUETE, 2 - JARDIM SÃO MANUEL, BRODOWSKI - SP, 14340-000",0,,1,(16) 3664-9199,-20.999.902.405.512.800,-47.662.523.001.942.400,-2.099.990,-4.766.252,0,0,0,0,0,0
BROTAS,3507902,350790,GVE 15 BAURU,HOSPITAL SANTA TEREZINHA - BROTAS,"AV. RUI BARBOSA, 703. CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO",1,(14)3653-9100,-2.228.634.021.074.950,-48.122.146.279.618.600,-2.228.634,-4.812.214,1,1,1,0,1,0
BURI,3508009,350800,GVE 32 ITAPEVA,PRONTO ATENDIMENTO MUNICIPAL ÍTALO SANTUCCI,"R. RUI BARBOSA, 158 - CENTRO",1,"ESCORPIÔNICO, ARACNÍDICO.",1,(15) 3546-1133,-2.379.914.116.846.900,-4.860.069.544.009.530,-2.379.914,-4.860.069,1,0,0,0,1,0
BURITAMA,3508108,350810,GVE 11 ARACATUBA,SANTA CASA DE MISERICÓRDIA SÃO FRANCISCO - BURITAMA,"RUA GUILHERME GUERBAS, 353",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3691-9535,-2.106.973.031.365.490,-5.014.990.635.221.470,-2.106.973,-5.014.990,1,1,1,0,1,0
BURITIZAL,3508207,350820,GVE 18 FRANCA,CS LUIZ FIOD DE BURITIZAL,"RUA EDWARD SARRETA, 500 - BURITIZAL - SP, 14570-000",0,,0,-,-20.194.572.522.810.700,-47.705.951.146.717.200,-2.019.457,-4.770.595,0,0,0,0,0,0
CABRALIA PAULISTA,3508306,350830,GVE 15 BAURU,CENTRO DE SAUDE III CABRALIA PAULISTA,"AVENIDA MÁRIO AMARAL GURGEL, 660 - CENTRO, CABRÁLIA PAULISTA - SP, 17480-000",0,,0,(14) 3285-1151,-22.459.688.716.086.400,-4.933.552.410.697.220,-2.245.968,-4.933.552,0,0,0,0,0,0
CABREUVA,3508405,350840,GVE 17 CAMPINAS,SANTA CASA DE MISERICORDIA DE CABREUVA,"Praça Comendador Martins, S/N - Centro, Cabreúva - SP, 13315-000",0,,1,(11) 4528-1792,-2.330.887.914.555.770,-47.132.974.914.786.400,-2.330.887,-4.713.297,0,0,0,0,0,0
CACAPAVA,3508504,350850,GVE 27 SAO JOSE DOS CAMPOS,HOSPITAL E MATERNIDADE NOSSA SENHORA DA AJUDA,"RUA DR. PEREIRA DE MATTOS, 63 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(12) 3654-8800,-23.104.334.988.859.200,-45.704.666.731.783.500,-2.310.433,-4.570.466,1,1,1,0,1,0
CACHOEIRA PAULISTA,3508603,350860,GVE 33 TAUBATE,SANTA CASA DE MISERICORDIA SAO JOSE,"R. Sete de Setembro, 122, Cachoeira Paulista - SP, 12630-000",0,,1,(12) 3103-3444,-22.665.979.655.463.100,-45.006.555.464.538.900,-2.266.597,-4.500.655,0,0,0,0,0,0
CACONDE,3508702,350870,GVE 26 SAO JOAO DA BOA VISTA,SANTA CASA DE MISERICÓRDIA - CACONDE,"R. PADRE DE ANGELIS, 39",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(19) 3662-1711,-21.532.654.763.138.800,-46.644.561.792.566.900,-2.153.265,-4.664.456,1,1,1,1,1,1
CAFELANDIA,3508801,350880,GVE 15 BAURU,IRMANDADE DA SANTA CASA DE MISERICORDIA DE CAFELANDIA,"R. Justino Franco Júnior, 181 - Cafelândia, SP, 16500-000",0,,1,(14) 3554-1222,-21.812.001.263.472.900,-49.596.868.485.771.200,-2.181.200,-4.959.686,0,0,0,0,0,0
CAIABU,3508900,350890,GVE 21 PRESIDENTE PRUDENTE,UNIDADE BASICA DE SAUDE II CAIABU,"RUA MARIA CLÁUDIA PEDREIRA - CAIABU - SP, 19530-000",0,,0,(18) 3285-7004,-22.012.303.800.949.500,-51.235.723.931.177.900,-2.201.230,-5.123.572,0,0,0,0,0,0
CAIEIRAS,3509007,350900,GVE 9 FRANCO DA ROCHA,HOSPITAL ESTADUAL DE CAIEIRAS,"R. Flávio Augusto de Moraes, 100 - Centro, Caieiras - SP, 07700-600",0,,1,(11) 4445-9000,-2.336.670.106.277.430,-46.750.469.465.752.800,-2.336.670,-4.675.046,0,0,0,0,0,0
CAIUA,3509106,350910,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE III DE CAIUA,"RUA GUARANI, 260 - CAIUÁ - SP, 19450-000",0,,0,(18) 3278-1105,-21.833.270.166.484.700,-5.198.796.667.654.600,-2.183.327,-5.198.796,0,0,0,0,0,0
CAJAMAR,3509205,350920,GVE 9 FRANCO DA ROCHA,HOSPITAL ENFERMEIRO ANTONIO POLICARPO DE OLIVEIRA,"Av. Bento da Silva Bueno, 202 - Jardim Nova Cajamar, Cajamar - SP, 07793-665",0,,1,(11) 3135-5521,-23.411.714.910.062.500,-4.682.509.727.498.440,-2.341.171,-4.682.509,0,0,0,0,0,0
CAJATI,3509254,350925,GVE 23 REGISTRO,PRONTO ATENDIMENTO REYNALDO GUERRA,"RUA ANTÔNIO DOMINGOS BRECHÓ, 116 - CENTRO",1,"BOTRÓPICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3854-8500,-24.722.390.710.933.400,-4.811.064.023.767.780,-2.472.239,-4.811.064,1,1,0,0,1,0
CAJOBI,3509304,350930,GVE 14 BARRETOS,HOSPITAL JOAO DEPIERI DE CAJOBI,"R. Adélio Rosa, 375 - Cajobi, SP, 15410-000",0,,1,(17) 3563-9999,-20.874.022.038.043.000,-48.809.368.717.059.000,-2.087.402,-4.880.936,0,0,0,0,0,0
CAJURU,3509403,350940,GVE 24 RIBEIRAO PRETO,CS II DR. HOFEZ ZACHARIAS BEHY - CAJURU,RUA CAPITÃO JOSÉ FERREIRA DINIZ,1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",1,(16) 3667-9947 / 99208-5450,-2.127.420.533.917.660,-4.730.534.689.054.530,-2.127.420,-4.730.534,0,1,1,0,1,0
CAMPINA DO MONTE ALEGRE,3509452,350945,GVE 31 SOROCABA,CS III CAMPINA DO MONTE ALEGRE CAMPINA DO MONTE ALEGRE,"RUA LAURINDA PÍA GOMES, 521 - VILA GOMES, CAMPINA DO MONTE ALEGRE - SP, 18245-000
",0,,1,(15) 3256-1338,-2.359.552.598.572.990,-4.848.011.939.702.470,-2.359.552,-4.848.011,0,0,0,0,0,0
CAMPINAS,3509502,350950,GVE 17 CAMPINAS,COMPLEXO HOSPITALAR. PREF. EDIVALDO ORSI,"AV. RUY RODRIGUES, 3434 – CH. SÃO JOSÉ",1,ESCORPIÔNICO,1,(19) 3772-8347 / 3772-8373,-22.963.186.350.068.600,-47.134.719.700.108.200,-2.296.318,-4.713.471,0,0,0,0,1,0
CAMPINAS,3509502,350950,GVE 17 CAMPINAS,HOSPITAL DAS CLÍNICAS DA UNICAMP – CCI,BARÃO GERALDO - CAMPINAS,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(19) 3521-6700 / 7555,-2.282.692.838.541.410,-4.706.402.982.068.870,-2.282.692,-4.706.402,1,1,1,1,1,1
CAMPO LIMPO PAULISTA,3509601,350960,GVE 17 CAMPINAS,HOSPITAL DE CLINICAS CAMPO LIMPO PAULISTA,"Avenida Alfried Krupp, 1200 - Jardim Europa, Campo Limpo Paulista - SP, 13232-020",0,,1,(11) 4039-1021,-2.320.909.541.692.590,-4.677.253.975.798.260,-2.320.909,-4.677.253,0,0,0,0,0,0
CAMPOS DO JORDAO,3509700,350970,GVE 33 TAUBATE,PRONTO ATENDIMENTO MUNICIPAL - CAMPOS DO JORDÃO,"RUA HARRY MAURITZ LENIN, S/N - BAIRRO STA. CRUZ - CEP 12.460-000",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 3664-4424 / (12) 3664-5292,-22.743.757.702.168.500,-4.562.509.665.339.350,-2.274.375,-4.562.509,1,1,1,0,1,0
CAMPOS NOVOS PAULISTAS,3509809,350980,GVE 19 MARILIA,CENTRO DE SAUDE TEREZINHA MARTINELLI,"RUA MARECHAL DEODORO DA FONSECA - CENTRO, CAMPOS NOVOS PAULISTA - SP, 19960-632",0,,1,(14) 3476-1107,-22.601.531.686.385.400,-5.000.317.688.980.620,-2.260.153,-5.000.317,0,0,0,0,0,0
CANANEIA,3509908,350990,GVE 23 REGISTRO,UNIDADE MISTA - CANANEIA,"RUA LUIZ WILSON BARBOSA, 100 - RETIRO DAS CARAVELAS",1,"BOTRÓPICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3851-1419,-2.501.186.290.392.510,-4.792.761.146.491.650,-2.501.186,-4.792.761,1,1,0,0,1,0
CANAS,3509957,350995,GVE 33 TAUBATE,UBS CANAS,"AVENIDA 22 DE MARÇO, 369 - CANAS - SP, 12615-000",0,,0,-,-22.706.526.454.180.000,-45.056.950.313.895.800,-2.270.652,-4.505.695,0,0,0,0,0,0
CANDIDO MOTA,3510005,351000,GVE 13 ASSIS,SANTA CASA DE MISERICORDIA DE CANDIDO MOTA,"Rua Alberto Scudeller, 12 Parque Pref. Lorival José de Almeida, Cândido Mota - SP, 19880-000",0,,1,(18) 3341-9308,-22.742.813.166.090.000,-5.038.396.346.273.350,-2.274.281,-5.038.396,0,0,0,0,0,0
CANDIDO RODRIGUES,3510104,351010,GVE 12 ARARAQUARA,CENTRO DE SAUDE III CANDIDO RODRIGUES,"RUA BRASÍLIA, 250 - CÂNDIDO RODRIGUES - SP, 15930-000",0,,1,(16) 3257-1151,-2.132.329.586.995.130,-4.863.363.641.799.220,-2.132.329,-4.863.363,0,0,0,0,0,0
CANITAR,3510153,351015,GVE 13 ASSIS,CENTRO DE SAUDE DE CANITAR,"RUA VIRGÍLIO FURLANETO, 439 - CANITAR - SP, 18990-000",0,,0,(14) 3343-1282,-23.005.940.413.168.500,-497.840.280.523.465,-2.300.594,-4.978.402,0,0,0,0,0,0
CAPAO BONITO,3510203,351020,GVE 31 SOROCABA,SANTA CASA DE MISERICÓRDIA - CAPÃO BONITO,"RUA DONA ALTA DE CAMARGO LÍRIO , Nº51",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(15) 3542-1532 / 3543-9600,-24.007.449.908.820.600,-48.346.932.657.492.900,-2.400.744,-4.834.693,1,1,1,0,1,0
CAPELA DO ALTO,3510302,351030,GVE 31 SOROCABA,PRONTO ATENDIMENTO MUNICIPAL - CAPELA DO ALTO,"RUA SÃO FRANCISCO, 534 - PORTAL SÃO FRANCISCO II, CAPELA DO ALTO - SP, 18195-000",0,,1,(15)3267-1562,-2.346.757.700.446.000,-4.773.174.188.154.570,-2.346.757,-4.773.174,0,0,0,0,0,0
CAPIVARI,3510401,351040,GVE 20 PIRACICABA,SANTA CASA DE MISERICÓRDIA - CAPIVARI,"PRAÇA DR. MÁRIO DIAS DE AGUIAR, 1, CENTRO",1,BOTRÓPICO E ESCORPIÔNICO.,1,(19) 3491-9191,-2.299.874.880.443.840,-4.749.286.057.960.390,-2.299.874,-4.749.286,0,1,0,0,1,0
CARAGUATATUBA,3510500,351050,GVE 28 CARAGUATATUBA,UPA DE CARAGUATATUBA,"AV. MARANHÃO, 451, JD. PRIMAVERA",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(12) 3897-2100,-2.362.694.676.979.000,-4.541.812.748.428.300,-2.362.694,-4.541.812,1,1,1,1,1,1
CARAPICUIBA,3510609,351060,GVE 10 OSASCO,HOSPITAL GERAL DE CARAPICUIBA,"R. da Pedreira, 95 - Parque Jose Alexandre, Carapicuíba - SP, 06321-665",0,,1,(11) 4185-7600,-2.353.405.631.208.040,-4.683.042.391.787.140,-2.353.405,-4.683.042,0,0,0,0,0,0
CARDOSO,3510708,351070,GVE 29 SAO JOSE DO RIO PRETO,IRMANDADE DA STA CASA LEONOR MENDES DE BARROS DE CARDOSO,"R. Emílio Fernandes Bilar, 1650 - Cardoso, SP, 15570-000",0,,1,(17) 3453-1059,-20.080.473.376.461.900,-499.186.641.047.148,-2.008.047,-4.991.866,0,0,0,0,0,0
CASA BRANCA,3510807,351080,GVE 26 SAO JOAO DA BOA VISTA,SANTA CASA DE MISERICORDIA DE CASA BRANCA,"Praça Dr. Carvalho, 204 - Centro, Casa Branca - SP, 13700-000",0,,1,(19) 3671-9100,-2.177.607.098.304.250,-4.708.552.542.967.580,-2.177.607,-4.708.552,0,0,0,0,0,0
CASSIA DOS COQUEIROS,3510906,351090,GVE 24 RIBEIRAO PRETO,CENTRO DE SAÚDE III PEDREIRA DE FREITAS,"AVENIDA DAS HORTÊNCIAS, 82-176 - CÁSSIA DOS COQUEIROS - SP, 14260-000",0,,1,(16) 3669-1147,-21.283.543.011.736.000,-47.172.410.538.774.800,-2.128.354,-4.717.241,0,0,0,0,0,0
CASTILHO,3511003,351100,GVE 11 ARACATUBA,HOSPITAL SOCIEDADE BENEFICENTE - CASTILHO,"RUA NAGIB MUHANA ZAHR, 457",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3741-1580,-2.087.227.907.882.520,-5.148.710.837.181.630,-2.087.227,-5.148.710,1,1,1,0,1,0
CATANDUVA,3511102,351110,GVE 29 SAO JOSE DO RIO PRETO,HOSP. PADRE ALBINO,RUA BELÉM 519 CENTRO,1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(17) 3311-3023 E (17) 3311-3000,-21.141.014.237.865.200,-4.897.585.342.189.060,-2.114.101,-4.897.585,1,1,1,0,1,0
CATIGUA,3511201,351120,GVE 29 SAO JOSE DO RIO PRETO,UNIDADE BASICA DE SAUDE HELIO REIS RAMIRES,"AVN HOMERO ARAUJO, 196 - CENTRO, CATIGUA",0,,1,(17) 3564-1075,-21.050.422.254.366.300,-4.905.807.814.787.930,-2.105.042,-4.905.807,0,0,0,0,0,0
CEDRAL,3511300,351130,GVE 29 SAO JOSE DO RIO PRETO,UBSF DR BENITO MALZONE,"AVENIDA CEL. SILVÉRIO DA CUNHA LACERDA, 200-274 - CEDRAL - SP, 15895-000",0,,1,(17) 3266-9606,-20.900.972.775.659.300,-49.270.557.157.174.700,-2.090.097,-4.927.055,0,0,0,0,0,0
CERQUEIRA CESAR,3511409,351140,GVE 16 BOTUCATU,SANTA CASA DE MISERICORDIA DE CERQUEIRA CESAR,"R. Maj. Artur Esteves, 700 - Vila Angelica, Cerqueira César - SP, 18760-000",0,,1,(14) 3714-1711,-23.039.344.552.796.200,-49.161.768.084.001.700,-2.303.934,-4.916.176,0,0,0,0,0,0
CERQUILHO,3511508,351150,GVE 31 SOROCABA,SANTA CASA DE MISERICORDIA DE CERQUILHO,"R. Paulo Setúbal, 200 - Centro, Cerquilho - SP, 18520-000",0,,1,(15) 3384-8444,-23.171.535.869.106.600,-47.743.811.456.157.500,-2.317.153,-4.774.381,0,0,0,0,0,0
CESARIO LANGE,3511607,351160,GVE 31 SOROCABA,BENEFICENCIA HOSPITALAR DE CESARIO LANGE,"Av. São Paulo, 340 - Distrito Industrial Urbano, Cesário Lange - SP, 18285-000",0,,1,(15) 3246-1628,-23.219.955.465.742.400,-4.794.564.135.896.880,-2.321.995,-4.794.564,0,0,0,0,0,0
CHARQUEADA,3511706,351170,GVE 20 PIRACICABA,HOSPITAL E MATERNIDADE BENEFIENTE DE CHARQUEADA,"R. Osvaldo Cruz, 70 - São Benedito, Charqueada - SP, 13515-000",0,,1,(19) 3486-1296,-22.502.449.773.529.800,-4.778.045.386.448.890,-2.250.244,-4.778.045,0,0,0,0,0,0
CHAVANTES,3557204,355720,GVE 13 ASSIS,SANTA CASA DE MISERICORDIA DE CHAVANTES,"R. Maria Ferreira, 22 - Centro, Chavantes - SP, 18970-000",0,,1,(14) 3342-1866,-2.303.550.042.599.680,-4.971.116.316.418.140,-2.303.550,-4.971.116,0,0,0,0,0,0
CLEMENTINA,3511904,351190,GVE 11 ARACATUBA,ASSOCIAÇÃO HOSPITALAR DE CLEMENTINA (24 HS),"RUA FRANCISCO VASQUEZ, Nº 01 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3658-1172,-21.556.831.895.867.800,-5.044.739.550.730.920,-2.155.683,-5.044.739,1,1,1,0,1,0
COLINA,3512001,351200,GVE 14 BARRETOS,PRONTO ATENDIMENTO MUNICIPAL - COLINA,PRAÇA LAMOUNIER DE ANDRADE S/N,1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(17) 3341-4353,-20.709.599.933.209.800,-4.853.182.429.649.700,-2.070.959,-4.853.182,1,1,1,0,1,0
COLOMBIA,3512100,351210,GVE 14 BARRETOS,HOSPITAL MUNICIPAL JÚLIO R DE PAULA,RUA ANTONIO PRADO Nº 807,1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(17) 3335-1116 / 3335-8787,-20.174.496.769.596.200,-486.889.707.664.991,-2.017.449,-4.868.897,1,1,1,0,1,0
CONCHAL,3512209,351220,GVE 20 PIRACICABA,HOSPITAL E MATERNIDADE MADRE VANNINI,"R. das Angélicas, 730 - Centro, Conchal - SP, 13835-000",0,,1,(19) 3866-8585,-2.233.806.409.982.350,-47.173.944.035.876.300,-2.233.806,-4.717.394,0,0,0,0,0,0
CONCHAS,3512308,351230,GVE 16 BOTUCATU,HOSPITAL MUNICIPAL DE CONCHAS,"R. ALEXANDRE JOSÉ, 87, CENTRO",1,ESCORPIÔNICO,1,(14) 3845-8400,-23.018.176.379.199.100,-480.114.367.527.317,-2.301.817,-4.801.143,0,0,0,0,1,0
CORDEIROPOLIS,3512407,351240,GVE 20 PIRACICABA,UNIDADE DE PRONTO ATENDIMENTO MUNICIPAL DR LUIZ CARDINALLI,"AVENIDA PRESIDENTE VARGAS, 314 - CENTRO, CORDEIRÓPOLIS - SP, 13490-000",0,,1,(19) 3546-9599,-22.480.206.352.704.300,-4.745.840.876.435.160,-2.248.020,-4.745.840,0,0,0,0,0,0
COROADOS,3512506,351250,GVE 11 ARACATUBA,UBSF COROADOS,"RUA CARLOS DE CAMPOS, 55 - COROADOS - SP, 16260-000",0,,0,(18) 3645-1233,-21.355.588.037.922.600,-5.028.554.435.659.410,-2.135.558,-5.028.554,0,0,0,0,0,0
CORONEL MACEDO,3512605,351260,GVE 16 BOTUCATU,UNIDADE MISTA DE SAUDE DE CORONEL MACEDO,"AVENIDA PRESIDENTE CASTELO BRANCO, 240- CENTRO, COROBEL MACEDO",0,,0,(14) 3767-7101,-23.633.139.968.880.400,-4.931.870.480.891.230,-2.363.313,-4.931.870,0,0,0,0,0,0
CORUMBATAI,3512704,351270,GVE 20 PIRACICABA,CENTRO SAUDE II ANTENOR CHIOSSI CORUMBATAI,"AVENIDA TRES, 321 - CENTRO, CORUMBATAI",0,,0,(19) 3577-1376,-2.222.225.360.655.390,-47.626.222.564.455.100,-2.222.225,-4.762.622,0,0,0,0,0,0
COSMOPOLIS,3512803,351280,GVE 17 CAMPINAS,SANTA CASA DE MISERICORDIA REGIONAL - COSMOPOLIS,"Rua Francisco de Mário, 777 - Centro, Cosmópolis - SP, 13150-192",0,,1,(19) 3812-8300,-22.649.361.591.305.000,-4.719.670.605.944.240,-2.264.936,-4.719.670,0,0,0,0,0,0
COSMORAMA,3512902,351290,GVE 29 SAO JOSE DO RIO PRETO,CS DE COSMORAMA,"PRAÇA ANTÔNIO CANDIDO BORGES, 733 - COSMORAMA - SP, 15530-000",0,,1,(17) 3836-9210,-2.047.839.109.145.610,-4.977.609.411.243.090,-2.047.839,-4.977.609,0,0,0,0,0,0
COTIA,3513009,351300,GVE 10 OSASCO,HOSPITAL REGIONAL DE COTIA,"AV. ODAIR PACHECO PEDROSO, Nº 171",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ARACNÍDICO, ESCORPIÔNICO E LONÔMICO",1,(11) 4148-2222 / 4148-4527,-23.609.140.260.486.700,-46.920.385.332.038.800,-2.360.914,-4.692.038,1,1,1,1,1,1
CRAVINHOS,3513108,351310,GVE 24 RIBEIRAO PRETO,PRONTO SOCORRO MUNICIPAL DE CRAVINHOS,"AV. DONA RITA CANDIDA NOGUEIRA, 48, CENTRO",1,ESCORPIÔNICO,1,(16) 3951-9020,-21.336.718.860.423.400,-47.732.255.544.361.800,-2.133.671,-4.773.225,0,0,0,0,1,0
CRISTAIS PAULISTA,3513207,351320,GVE 18 FRANCA,CS II - CRISTAIS PAULISTA,"AVENIDA MIGUEL SÁBIO DE MELO, 2770",0,,0,(16) 3133-1624,-2.040.295.433.940.990,-4.741.765.273.184.150,-2.040.295,-4.741.765,0,0,0,0,0,0
CRUZALIA,3513306,351330,GVE 13 ASSIS,CENTRO DE SAUDE DE CRUZALIA,"RUA JOSÉ SOARES CASSIANO, 820 - CRUZÁLIA - SP, 19860-114",0,,0,(18) 3376-1315,-2.274.428.747.870.570,-5.078.804.026.559.590,-2.274.428,-5.078.804,0,0,0,0,0,0
CRUZEIRO,3513405,351340,GVE 33 TAUBATE,SANTA CASA DE MISERICÓRDIA - CRUZEIRO,AV. MAJOR NOVAES 715 - CEP 12.701-330,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 3184-7001,-2.257.529.374.894.660,-449.644.304.752.207,-2.257.529,-4.496.443,1,1,1,0,1,0
CUBATAO,3513504,351350,GVE 25 SANTOS,P.S. CENTRAL GUIOMAR FERREIRA ROEBBELEN - CUBATÃO,AV. 9 DE ABRIL S/Nº,1,"BOTRÓPICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3361-8786,-23.890.536.674.071.700,-4.642.026.945.545.600,-2.389.053,-4.642.026,1,1,0,0,1,0
CUNHA,3513603,351360,GVE 33 TAUBATE,SANTA CASA MATERNIDADE N.S. CONCEIÇÃO,AV. PADRE RODOLFO 320 ALTO DO CRUZEIRO - CEP 12.530-000,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 3111-2926 / (12) 3111-2833,-2.307.964.160.933.510,-44.961.331.580.836.700,-2.307.964,-4.496.133,1,1,1,0,1,0
DESCALVADO,3513702,351370,GVE 12 ARARAQUARA,IRMANDADE DA SANTA CASA DE MISERICORDIA DE DESCALVADO,"Pc Dr Otávio Gabrielli, 827 - Centro, Descalvado - SP, 13690-000",0,,1,(19) 3583-1133,-21.906.828.134.923.700,-47.616.179.712.751.100,-2.190.682,-4.761.617,0,0,0,0,0,0
